Order ID	Order Date	Order Priority	Order Quantity	Sales	Ship Mode	Shipping Cost	Unit price	Province	Customer Segment	Product Category	Product Sub-Category	Product Container	Ship Date
44609	7/21/2011	Low	23	61.77	Express Air	0.7	2.69	Manitoba	Small Business	Office Supplies	Rubber Bands	Wrap Bag	6/22/2011
54914	7/21/2011	Critical	23	90.58	Regular Air	6.27	3.94	Ontario	Small Business	Office Supplies	Storage & Organization	Medium Box	8/30/2011
41926	7/21/2011	High	23	1562.69	Regular Air	8.22	67.94	Ontario	Small Business	Office Supplies	Storage & Organization	Small Box	2/5/2011
56032	7/22/2011	Not Specified	23	2893.31	Regular Air	13.99	125.80	Saskachewan	Corporate	Technology	Office Machines	Medium Box	12/19/2011
1767	7/22/2011	High	23	46.34	Regular Air	0.7	2.01	Alberta	Corporate	Office Supplies	Rubber Bands	Wrap Bag	3/15/2011
7878	7/22/2011	Low	23	256.64	Regular Air	3.37	11.16	Manitoba	Corporate	Office Supplies	Rubber Bands	Wrap Bag	5/8/2011
5251	7/22/2011	Medium	23	3821.039	Express Air	5.99	166.13	Ontario	Corporate	Technology	Telephones and Communication	Small Box	4/13/2011
2626	7/22/2011	Not Specified	23	48.37	Regular Air	0.5	2.10	Ontario	Small Business	Office Supplies	Labels	Small Box	9/9/2011
46147	7/22/2011	Critical	23	282.48	Express Air	6.05	12.28	Manitoba	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	1/17/2011
59200	7/23/2011	Medium	23	170.45	Regular Air	4.62	7.41	Ontario	Home Office	Office Supplies	Appliances	Small Box	12/9/2011
47265	7/23/2011	Critical	23	187.13	Regular Air	5.46	8.14	Quebec	Home Office	Office Supplies	Paper	Small Box	12/11/2011
33604	7/23/2011	High	23	59.62	Regular Air	7.78	2.59	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/20/2011
9921	7/23/2011	Low	23	356.09	Regular Air	1.39	15.48	Saskachewan	Home Office	Office Supplies	Envelopes	Small Box	5/14/2011
11074	7/23/2011	High	23	7164.7435	Regular Air	5.99	311.51	British Columbia	Corporate	Technology	Telephones and Communication	Small Box	6/10/2011
32965	7/23/2011	High	23	2427.25	Regular Air	19.99	105.53	Quebec	Small Business	Technology	Computer Peripherals	Small Box	2/25/2011
35077	7/23/2011	High	23	81.1	Regular Air	0.96	3.53	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	10/8/2011
20071	7/23/2011	Medium	23	789.94	Delivery Truck	14.36	34.35	Northwest Territories	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	9/19/2011
56550	7/24/2011	Not Specified	23	469.8375	Regular Air	8.99	20.43	Alberta	Home Office	Technology	Telephones and Communication	Small Box	4/9/2011
20805	7/24/2011	High	23	17.7	Regular Air	4.79	0.77	Ontario	Home Office	Office Supplies	Paper	Small Box	1/11/2011
8419	7/24/2011	Critical	23	368.04	Express Air	5.97	16.00	Nunavut	Small Business	Office Supplies	Paper	Small Box	10/1/2011
25061	7/24/2011	Medium	23	941.13	Regular Air	7.23	40.92	Ontario	Home Office	Office Supplies	Paper	Small Box	12/20/2011
27169	7/24/2011	Not Specified	23	109.9	Regular Air	5.27	4.78	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	9/12/2011
55202	7/25/2011	Low	23	6335.8575	Regular Air	8.99	275.47	Ontario	Small Business	Technology	Telephones and Communication	Small Box	8/31/2011
44965	7/25/2011	Low	23	28.82	Regular Air	0.7	1.25	Saskachewan	Corporate	Office Supplies	Rubber Bands	Wrap Bag	10/6/2011
20486	7/25/2011	High	23	306.3	Regular Air	4.39	13.32	Ontario	Corporate	Office Supplies	Paper	Wrap Bag	3/6/2011
52675	7/25/2011	Medium	23	20.25	Regular Air	2.39	0.88	British Columbia	Small Business	Technology	Computer Peripherals	Small Pack	10/12/2011
24640	7/25/2011	Medium	23	1379.98	Delivery Truck	30	60.00	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	1/30/2011
27589	7/25/2011	Medium	23	467	Regular Air	8.99	20.30	Ontario	Corporate	Furniture	Office Furnishings	Small Pack	9/16/2011
54084	7/25/2011	Critical	23	160.52	Delivery Truck	14.19	6.98	Alberta	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	9/12/2011
3622	7/25/2011	Low	23	76.6	Regular Air	5.41	3.33	Manitoba	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	12/1/2011
40480	7/25/2011	Critical	22	1270.03	Regular Air	6.93	57.73	Prince Edward Island	Home Office	Furniture	Office Furnishings	Small Box	12/9/2011
21760	7/25/2011	Not Specified	22	71.2	Regular Air	5.21	3.24	Yukon	Home Office	Furniture	Office Furnishings	Small Box	1/31/2011
37667	7/26/2011	High	22	472.35	Regular Air	6.46	21.47	Saskachewan	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	12/3/2011
20448	7/26/2011	Critical	22	104.82	Express Air	2.5	4.76	British Columbia	Corporate	Office Supplies	Envelopes	Small Box	8/3/2011
49892	7/26/2011	Low	22	171.14	Regular Air	49	7.78	Quebec	Corporate	Office Supplies	Appliances	Large Box	2/10/2011
27844	7/27/2011	Low	22	135.86	Regular Air	5.49	6.18	Ontario	Home Office	Office Supplies	Paper	Small Box	7/1/2011
52642	7/27/2011	Low	22	742.84	Delivery Truck	59.81	33.77	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	6/18/2011
45506	7/27/2011	Low	22	448.3665	Regular Air	8.99	20.38	Saskachewan	Consumer	Technology	Telephones and Communication	Small Box	12/31/2011
21989	7/27/2011	Low	22	3814.171	Regular Air	4.2	173.37	Ontario	Home Office	Technology	Telephones and Communication	Small Box	2/10/2011
5347	7/27/2011	Medium	22	276.029	Regular Air	5.03	12.55	Alberta	Corporate	Technology	Telephones and Communication	Medium Box	2/24/2011
11719	7/27/2011	Not Specified	22	1566.8	Delivery Truck	69.3	71.22	Manitoba	Home Office	Technology	Office Machines	Jumbo Drum	2/6/2011
12868	7/27/2011	Critical	22	53.33	Regular Air	0.7	2.42	Quebec	Consumer	Office Supplies	Pens & Art Supplies	Wrap Bag	3/2/2011
15621	7/27/2011	Critical	22	1105.66	Regular Air	13.99	50.26	British Columbia	Consumer	Office Supplies	Storage & Organization	Medium Box	9/24/2011
45991	7/27/2011	Low	22	131.27	Delivery Truck	35.84	5.97	Ontario	Consumer	Furniture	Bookcases	Jumbo Box	2/16/2011
24384	7/27/2011	Medium	22	3981.23	Regular Air	19.99	180.97	Manitoba	Consumer	Office Supplies	Storage & Organization	Small Box	3/28/2011
12199	7/28/2011	Low	22	8289.51	Regular Air	7.07	376.80	British Columbia	Corporate	Office Supplies	Storage & Organization	Small Box	12/18/2011
9955	7/28/2011	Critical	22	2912.015	Regular Air	4.9	132.36	Alberta	Corporate	Technology	Telephones and Communication	Small Box	9/6/2011
28035	7/28/2011	Not Specified	22	376.21	Regular Air	5.23	17.10	Northwest Territories	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	5/10/2011
48544	7/28/2011	High	22	831.5805	Regular Air	0.99	37.80	Saskachewan	Small Business	Technology	Telephones and Communication	Wrap Bag	5/18/2011
50465	7/29/2011	Medium	22	1337.08	Regular Air	35	60.78	Manitoba	Small Business	Office Supplies	Storage & Organization	Large Box	3/13/2011
23426	7/29/2011	Critical	22	1009.8	Regular Air	1.99	45.90	Ontario	Consumer	Technology	Computer Peripherals	Small Pack	2/18/2011
50464	7/29/2011	Critical	22	105.94	Regular Air	7.17	4.82	Manitoba	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	9/30/2011
30497	7/30/2011	Critical	22	706.91	Express Air	8.83	32.13	Manitoba	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	2/8/2011
26243	7/30/2011	Low	22	71.32	Regular Air	1	3.24	Newfoundland	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	7/20/2011
30944	7/30/2011	Critical	22	546.01	Regular Air	5.08	24.82	Saskachewan	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	6/23/2011
12486	7/30/2011	High	22	3081.33	Delivery Truck	57.38	140.06	Yukon	Corporate	Furniture	Bookcases	Jumbo Box	2/21/2011
58086	7/30/2011	Medium	22	1638.2	Regular Air	13.88	74.46	Manitoba	Corporate	Office Supplies	Paper	Small Box	3/11/2011
56550	7/31/2011	Not Specified	22	823.78	Express Air	5.08	37.44	Alberta	Home Office	Furniture	Office Furnishings	Small Pack	4/10/2011
9574	7/31/2011	Medium	22	434.62	Regular Air	7.19	19.76	Prince Edward Island	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	7/31/2011
1445	7/31/2011	Medium	22	1326.09	Regular Air	19.99	60.28	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	1/12/2011
8195	7/31/2011	Medium	22	8.48	Regular Air	3.63	0.39	Quebec	Consumer	Furniture	Office Furnishings	Wrap Bag	1/8/2011
16481	8/1/2011	Low	22	3089.06	Regular Air	13.22	140.41	Yukon	Corporate	Office Supplies	Appliances	Small Box	2/23/2011
2465	8/1/2011	Critical	22	1082.45	Regular Air	1.99	49.20	British Columbia	Consumer	Technology	Computer Peripherals	Small Pack	6/25/2011
46565	8/2/2011	Not Specified	22	804.14	Regular Air	8.99	36.55	New Brunswick	Home Office	Furniture	Office Furnishings	Small Pack	6/23/2011
52423	8/2/2011	Critical	22	1734.4	Regular Air	1.99	78.84	British Columbia	Home Office	Technology	Computer Peripherals	Small Pack	4/13/2011
16710	8/2/2011	High	22	5549.79	Delivery Truck	17.85	252.26	Nova Scotia	Consumer	Technology	Office Machines	Jumbo Drum	4/26/2011
51652	8/2/2011	Not Specified	21	195.51	Express Air	0.49	9.31	Manitoba	Home Office	Office Supplies	Labels	Small Box	4/11/2011
29383	8/3/2011	Medium	21	195.11	Regular Air	8.73	9.29	Ontario	Corporate	Office Supplies	Paper	Small Box	11/19/2011
19654	8/3/2011	High	21	381.69	Regular Air	6.77	18.18	Saskachewan	Home Office	Furniture	Office Furnishings	Small Box	1/9/2011
25095	8/3/2011	Low	21	693.06	Regular Air	9.83	33.00	Ontario	Consumer	Office Supplies	Envelopes	Small Box	1/30/2011
19424	8/3/2011	Not Specified	21	60.68	Regular Air	4.77	2.89	Alberta	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	4/9/2011
41184	8/3/2011	High	21	120.03	Regular Air	11.25	5.72	Northwest Territories	Home Office	Office Supplies	Storage & Organization	Small Box	9/24/2011
30565	8/4/2011	Medium	21	1785.02	Express Air	4	85.00	Saskachewan	Corporate	Technology	Computer Peripherals	Small Box	7/28/2011
6947	8/4/2011	Critical	21	520.49	Regular Air	18.45	24.79	Manitoba	Small Business	Furniture	Office Furnishings	Medium Box	7/21/2011
41026	8/4/2011	Medium	21	709.37	Delivery Truck	42	33.78	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	4/20/2011
21989	8/4/2011	Low	21	118.95	Regular Air	6.2	5.66	Ontario	Home Office	Furniture	Office Furnishings	Wrap Bag	2/10/2011
1666	8/5/2011	Critical	21	5642.18	Express Air	19.99	268.68	Saskachewan	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	10/19/2011
47236	8/5/2011	High	21	70.91	Regular Air	3.5	3.38	Ontario	Home Office	Office Supplies	Appliances	Small Box	10/4/2011
11876	8/5/2011	High	21	5051.89	Regular Air	5.81	240.57	Ontario	Home Office	Furniture	Office Furnishings	Medium Box	7/6/2011
49346	8/6/2011	Not Specified	21	94.35	Regular Air	2.85	4.49	Saskachewan	Corporate	Furniture	Office Furnishings	Small Pack	5/8/2011
57121	8/6/2011	Not Specified	21	504.6705	Regular Air	4.2	24.03	Alberta	Consumer	Technology	Telephones and Communication	Small Box	11/18/2011
51203	8/6/2011	High	21	26622.55	Delivery Truck	45.7	1267.74	Nova Scotia	Home Office	Furniture	Tables	Jumbo Box	12/22/2011
39492	8/7/2011	Not Specified	21	1541.92	Regular Air	19.99	73.42	Ontario	Corporate	Technology	Computer Peripherals	Small Box	4/19/2011
23617	8/7/2011	Not Specified	21	247.34	Express Air	2.99	11.78	Yukon	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	5/7/2011
8773	8/7/2011	Critical	21	220.7875	Regular Air	5	10.51	Nova Scotia	Home Office	Technology	Telephones and Communication	Small Pack	10/22/2011
35	8/7/2011	Not Specified	21	288.56	Regular Air	2.25	13.74	British Columbia	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	10/23/2011
27106	8/7/2011	High	21	3524.55	Delivery Truck	30	167.84	Ontario	Home Office	Furniture	Chairs & Chairmats	Jumbo Drum	12/3/2011
11648	8/7/2011	Low	21	32.51	Regular Air	1.99	1.55	Alberta	Corporate	Technology	Computer Peripherals	Small Pack	4/16/2011
10695	8/8/2011	High	21	6330.086	Regular Air	2.5	301.43	Manitoba	Corporate	Technology	Telephones and Communication	Small Box	5/3/2011
6560	8/8/2011	Low	21	169.18	Regular Air	3.5	8.06	Saskachewan	Corporate	Office Supplies	Appliances	Small Box	1/8/2011
39492	8/8/2011	Not Specified	21	5347.9875	Regular Air	4.2	254.67	Alberta	Corporate	Technology	Telephones and Communication	Small Box	4/20/2011
41794	8/8/2011	Critical	21	58.14	Regular Air	0.97	2.77	Alberta	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	5/29/2011
18432	8/8/2011	High	21	451.32	Regular Air	5.16	21.49	Nova Scotia	Corporate	Furniture	Office Furnishings	Small Box	3/12/2011
47492	8/8/2011	High	21	649.71	Regular Air	8.65	30.94	Ontario	Corporate	Technology	Computer Peripherals	Small Box	7/25/2011
34881	8/8/2011	Medium	21	187.37	Regular Air	4.95	8.92	Quebec	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	2/9/2011
16967	8/9/2011	Low	21	676.26	Regular Air	5.77	32.20	Nova Scotia	Corporate	Office Supplies	Paper	Small Box	8/19/2011
41152	8/9/2011	High	21	3702.92	Regular Air	19.95	176.33	British Columbia	Corporate	Office Supplies	Appliances	Large Box	9/4/2011
21412	8/9/2011	Not Specified	21	137.07	Regular Air	6.83	6.53	Manitoba	Home Office	Office Supplies	Binders and Binder Accessories	Small Box	7/15/2011
42788	8/9/2011	Critical	21	241.92	Regular Air	2.27	11.52	Saskachewan	Small Business	Office Supplies	Paper	Wrap Bag	10/15/2011
55042	8/9/2011	High	21	1717.88	Express Air	4.5	81.80	Manitoba	Home Office	Office Supplies	Appliances	Small Box	12/10/2011
59009	8/9/2011	Critical	21	614.91	Express Air	17.08	29.28	Ontario	Consumer	Office Supplies	Paper	Small Box	11/20/2011
33764	8/10/2011	Critical	21	1029.8855	Express Air	8.99	49.04	Alberta	Small Business	Technology	Telephones and Communication	Small Box	2/11/2011
31233	8/10/2011	Low	21	19.34	Regular Air	5.02	0.92	Yukon	Home Office	Office Supplies	Paper	Small Box	9/26/2011
25955	8/10/2011	Not Specified	21	170.35	Regular Air	8.34	8.11	Quebec	Corporate	Office Supplies	Storage & Organization	Small Box	5/6/2011
38628	8/10/2011	Low	21	667.998	Regular Air	1.25	31.81	New Brunswick	Small Business	Technology	Telephones and Communication	Small Pack	11/3/2011
58500	8/10/2011	Low	21	1529.014	Regular Air	8.99	72.81	British Columbia	Home Office	Technology	Telephones and Communication	Small Box	2/14/2011
13795	8/10/2011	Not Specified	21	501.32	Regular Air	13.18	23.87	Northwest Territories	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	4/13/2011
21956	8/10/2011	High	21	125.273	Regular Air	8.99	5.97	Manitoba	Consumer	Technology	Telephones and Communication	Small Box	2/3/2011
26437	8/11/2011	Critical	20	52.43	Express Air	6.22	2.62	Yukon	Corporate	Furniture	Office Furnishings	Small Box	11/29/2011
19365	8/11/2011	Medium	20	181.83	Regular Air	5.2	9.09	Prince Edward Island	Small Business	Office Supplies	Paper	Small Box	1/17/2011
42725	8/11/2011	Medium	20	231.06	Regular Air	6.13	11.55	Alberta	Corporate	Office Supplies	Storage & Organization	Small Box	5/3/2011
46115	8/11/2011	Critical	20	677.43	Regular Air	4	33.87	Quebec	Small Business	Technology	Computer Peripherals	Small Box	3/4/2011
13381	8/11/2011	Medium	20	10714.78	Delivery Truck	66.67	535.74	Quebec	Consumer	Furniture	Tables	Jumbo Box	8/17/2011
51777	8/11/2011	Medium	20	1307.88	Regular Air	7.18	65.39	Manitoba	Small Business	Technology	Computer Peripherals	Small Box	2/21/2011
21379	8/12/2011	High	20	5428.49	Delivery Truck	60.2	271.42	Nova Scotia	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	1/16/2011
59171	8/12/2011	Medium	20	105.07	Regular Air	0.7	5.25	New Brunswick	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	9/13/2011
24388	8/12/2011	Critical	20	8662.34	Delivery Truck	49	433.12	Prince Edward Island	Corporate	Technology	Copiers and Fax	Jumbo Drum	1/27/2011
35266	8/13/2011	Not Specified	20	217.25	Regular Air	1.2	10.86	Northwest Territories	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	1/10/2011
10054	8/13/2011	High	20	203.3	Regular Air	48.2	10.17	Quebec	Home Office	Furniture	Office Furnishings	Medium Box	4/30/2011
36931	8/13/2011	Not Specified	20	180.56	Regular Air	1.6	9.03	Yukon	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	1/19/2011
45155	8/14/2011	Low	20	111.55	Regular Air	1.92	5.58	Nova Scotia	Corporate	Office Supplies	"Scissors, Rulers and Trimmers"	Wrap Bag	2/15/2011
30279	8/14/2011	Critical	20	1412.98	Regular Air	4.5	70.65	Quebec	Corporate	Office Supplies	Appliances	Small Box	12/7/2011
7171	8/14/2011	Medium	20	1703.8505	Regular Air	8.99	85.19	Saskachewan	Consumer	Technology	Telephones and Communication	Small Box	2/15/2011
964	8/14/2011	Medium	20	40.02	Regular Air	1.09	2.00	Nova Scotia	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	5/21/2011
39683	8/14/2011	High	20	126.02	Regular Air	6.67	6.30	Northwest Territories	Corporate	Furniture	Office Furnishings	Small Pack	8/11/2011
21894	8/15/2011	Critical	20	54.3	Regular Air	2.03	2.72	Manitoba	Consumer	Office Supplies	Paper	Wrap Bag	12/20/2011
17573	8/15/2011	Low	20	220.97	Regular Air	7.29	11.05	Ontario	Small Business	Furniture	Office Furnishings	Small Pack	9/8/2011
58372	8/15/2011	Low	20	38.2	Express Air	1	1.91	Ontario	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	4/6/2011
31169	8/16/2011	Low	20	254.76	Regular Air	14.45	12.74	Northwest Territories	Home Office	Furniture	Office Furnishings	Large Box	6/13/2011
8996	8/16/2011	Low	20	772.2675	Regular Air	8.99	38.61	Manitoba	Corporate	Technology	Telephones and Communication	Small Box	6/6/2011
21639	8/16/2011	Not Specified	20	7814.59	Regular Air	11.54	390.73	Yukon	Home Office	Furniture	Office Furnishings	Large Box	2/2/2011
6148	8/16/2011	Medium	20	510.56	Regular Air	5.16	25.53	Quebec	Small Business	Furniture	Office Furnishings	Small Box	12/25/2011
4324	8/16/2011	Critical	20	1165.33	Regular Air	8.99	58.27	Yukon	Small Business	Office Supplies	Pens & Art Supplies	Small Pack	7/18/2011
12289	8/17/2011	Low	20	3019.41	Regular Air	7.11	150.97	Northwest Territories	Corporate	Technology	Office Machines	Medium Box	12/28/2011
51969	8/17/2011	High	20	196.98	Regular Air	6.47	9.85	British Columbia	Consumer	Office Supplies	Paper	Small Box	9/4/2011
18144	8/17/2011	Critical	20	234.28	Regular Air	13.99	11.71	Northwest Territories	Corporate	Office Supplies	Storage & Organization	Medium Box	6/9/2011
50983	8/17/2011	Critical	20	229.03	Regular Air	5.8	11.45	Yukon	Home Office	Office Supplies	Storage & Organization	Small Box	6/30/2011
18400	8/17/2011	Not Specified	20	598.49	Regular Air	4	29.92	Quebec	Consumer	Technology	Computer Peripherals	Small Box	12/7/2011
448	8/17/2011	Medium	20	1162.4005	Regular Air	19.99	58.12	Yukon	Corporate	Technology	Telephones and Communication	Small Box	8/22/2011
59200	8/17/2011	Medium	20	350.42	Regular Air	5.81	17.52	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Small Pack	12/11/2011
33377	8/18/2011	High	20	100.4	Regular Air	2.04	5.02	Northwest Territories	Corporate	Office Supplies	Paper	Wrap Bag	8/2/2011
6432	8/18/2011	Critical	20	311.08	Regular Air	4.5	15.55	Ontario	Corporate	Office Supplies	Appliances	Small Box	11/12/2011
53671	8/18/2011	Medium	20	236.68	Regular Air	5.01	11.83	Ontario	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	6/11/2011
40420	8/19/2011	High	20	59.08	Regular Air	1.49	2.95	British Columbia	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	1/12/2011
21601	8/19/2011	Low	20	2227.34	Regular Air	35	111.37	Ontario	Consumer	Office Supplies	Storage & Organization	Large Box	4/6/2011
54081	8/19/2011	Low	20	57.5	Regular Air	1.99	2.88	British Columbia	Home Office	Technology	Computer Peripherals	Small Pack	3/12/2011
50499	8/19/2011	Not Specified	20	1758.41	Delivery Truck	15.66	87.92	Manitoba	Small Business	Office Supplies	Appliances	Jumbo Drum	10/13/2011
38948	8/20/2011	Not Specified	20	6862.237	Express Air	13.99	343.11	British Columbia	Home Office	Technology	Telephones and Communication	Medium Box	6/6/2011
16805	8/20/2011	Low	20	852.75	Regular Air	1.49	42.64	Alberta	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	1/1/2012
18144	8/20/2011	Critical	20	1779.8915	Regular Air	5	88.99	Northwest Territories	Corporate	Technology	Telephones and Communication	Small Pack	6/9/2011
51974	8/20/2011	High	20	23.18	Regular Air	6.19	1.16	Saskachewan	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	1/27/2011
52611	8/20/2011	Medium	20	24.95	Regular Air	1.38	1.25	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	4/25/2011
10916	8/20/2011	Medium	19	135.31	Regular Air	5.01	7.12	British Columbia	Small Business	Office Supplies	Binders and Binder Accessories	Small Box	3/10/2011
14368	8/20/2011	High	19	522.06	Regular Air	13.99	27.48	Ontario	Consumer	Furniture	Office Furnishings	Medium Box	9/11/2011
24548	8/20/2011	High	19	269.3	Express Air	4.95	14.17	Yukon	Corporate	Furniture	Office Furnishings	Small Box	3/15/2011
45606	8/20/2011	Medium	19	136.42	Regular Air	2.27	7.18	Prince Edward Island	Corporate	Office Supplies	Pens & Art Supplies	Wrap Bag	9/23/2011
50276	8/21/2011	Not Specified	19	390.35	Regular Air	2.36	20.54	Nova Scotia	Small Business	Office Supplies	Pens & Art Supplies	Wrap Bag	2/15/2011
65	8/21/2011	Critical	19	3812.73	Regular Air	1.99	200.67	Ontario	Corporate	Technology	Computer Peripherals	Small Pack	3/18/2011
32484	8/21/2011	Not Specified	19	2502.67	Delivery Truck	64.73	131.72	Saskachewan	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	2/5/2011
18432	8/21/2011	High	19	217.66	Express Air	6.75	11.46	Nova Scotia	Corporate	Office Supplies	Appliances	Medium Box	3/12/2011
15106	8/21/2011	Not Specified	19	283.58	Regular Air	4.95	14.93	Northwest Territories	Home Office	Furniture	Office Furnishings	Small Pack	1/29/2011
13126	8/21/2011	Not Specified	19	24233.54	Regular Air	24.49	1275.45	Alberta	Consumer	Technology	Copiers and Fax	Large Box	10/20/2011
27106	8/21/2011	High	19	64.19	Regular Air	1.5	3.38	Ontario	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	12/3/2011
29958	8/21/2011	High	19	307.57	Regular Air	5.19	16.19	Quebec	Consumer	Office Supplies	Binders and Binder Accessories	Small Box	1/7/2011
23427	8/21/2011	Low	19	2684.98	Regular Air	9.07	141.31	Yukon	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	8/17/2011
9344	8/21/2011	Low	19	1733.1	Regular Air	35	91.22	Yukon	Consumer	Office Supplies	Storage & Organization	Large Box	12/8/2011
54116	8/21/2011	Critical	19	3329.27	Delivery Truck	16.01	175.22	Alberta	Small Business	Furniture	Tables	Jumbo Box	11/4/2011
9344	8/22/2011	Low	19	3448.6455	Regular Air	8.99	181.51	Yukon	Consumer	Technology	Telephones and Communication	Small Box	12/6/2011
27105	8/22/2011	Not Specified	19	26.82	Regular Air	5.4	1.41	British Columbia	Home Office	Furniture	Office Furnishings	Small Pack	2/17/2011
37152	8/23/2011	Medium	19	4647.69	Delivery Truck	30	244.62	Ontario	Corporate	Furniture	Chairs & Chairmats	Jumbo Drum	5/24/2011
16262	8/23/2011	Low	19	62.84	Express Air	2.04	3.31	Manitoba	Consumer	Office Supplies	Paper	Wrap Bag	1/8/2011
55815	8/23/2011	High	19	2860.19	Express Air	10.12	150.54	Newfoundland	Corporate	Furniture	Office Furnishings	Large Box	1/14/2011
33700	8/23/2011	Low	19	260.13	Regular Air	8.19	13.69	Alberta	Corporate	Office Supplies	Paper	Small Box	4/11/2011
34243	8/23/2011	High	19	89.04	Regular Air	8.54	4.69	British Columbia	Home Office	Furniture	Office Furnishings	Small Pack	2/13/2011
613	8/23/2011	High	19	93.54	Regular Air	7.72	4.92	Nunavut	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	6/17/2011
32806	8/23/2011	High	19	221.23	Regular Air	5.2	11.64	Saskachewan	Home Office	Office Supplies	Paper	Small Box	6/23/2011
26277	8/24/2011	Medium	19	877.81	Regular Air	19.99	46.20	British Columbia	Corporate	Technology	Computer Peripherals	Small Box	6/28/2011
18023	8/24/2011	Medium	19	192.23	Regular Air	7.64	10.12	Quebec	Home Office	Office Supplies	Paper	Small Box	2/25/2011
55621	8/24/2011	Low	19	193.15	Regular Air	0.94	10.17	Saskachewan	Home Office	Office Supplies	Pens & Art Supplies	Wrap Bag	3/22/2011
29317	8/25/2011	Not Specified	19	15703.82	Delivery Truck	16.06	826.52	Alberta	Corporate	Technology	Office Machines	Jumbo Drum	10/3/2011
21350	8/25/2011	Medium	19	278.94	Regular Air	9.86	14.68	British Columbia	Corporate	Office Supplies	Paper	Small Box	2/25/2011
450	8/25/2011	Not Specified	19	1000.78	Express Air	8.99	52.67	British Columbia	Consumer	Office Supplies	Pens & Art Supplies	Small Pack	3/5/2011
42855	8/25/2011	Not Specified	19	135.38	Regular Air	6.5	7.13	Alberta	Corporate	Office Supplies	Storage & Organization	Medium Box	7/10/2011
58981	8/25/2011	High	19	1262.75	Regular Air	5.1	66.46	Alberta	Corporate	Office Supplies	Appliances	Medium Box	2/2/2011
46565	8/25/2011	Not Specified	19	567.51	Regular Air	35	29.87	New Brunswick	Home Office	Office Supplies	Storage & Organization	Large Box	6/24/2011
25603	8/25/2011	Low	19	862.64	Regular Air	14.72	45.40	Alberta	Corporate	Office Supplies	Envelopes	Small Box	3/7/2011
50949	8/25/2011	Medium	19	73.55	Express Air	0.78	3.87	Ontario	Corporate	Office Supplies	Rubber Bands	Wrap Bag	2/5/2011
23301	8/25/2011	High	19	28.46	Regular Air	3.85	1.50	Yukon	Corporate	Technology	Computer Peripherals	Small Pack	4/20/2011
39041	8/25/2011	Critical	19	418.03	Express Air	7.96	22.00	British Columbia	Corporate	Furniture	Office Furnishings	Small Box	10/26/2011
38370	8/26/2011	High	19	169.13	Regular Air	1.14	8.90	Ontario	Corporate	Office Supplies	Paper	Wrap Bag	4/5/2011
8480	8/26/2011	High	19	76.36	Regular Air	8.74	4.02	Ontario	Corporate	Office Supplies	Paper	Small Box	1/31/2011
21859	8/26/2011	High	19	401.37	Regular Air	5.71	21.12	Ontario	Corporate	Furniture	Office Furnishings	Small Box	11/19/2011
57095	8/26/2011	Medium	18	254.93	Regular Air	5.48	14.16	Saskachewan	Corporate	Office Supplies	Binders and Binder Accessories	Small Box	3/26/2011
